legacy_assertion_id,source_record_id,government_id,person_raw,office_raw,legacy_start,legacy_end_inclusive,legacy_appointment_date,prior_status,prior_party,prior_assignment,prior_evidence_date_raw,prior_evidence_note,contemporaneous_tenure_certified,officeholding_coverage,affiliation_temporal_coverage,composition_completeness,missing_possibilities,required_work
LEG-8693fc5ad84e,jair_bolsonaro:0:51,bolsonaro,Gustavo Canuto,Ministério do Desenvolvimento Regional,2019-01-01,2020-02-11,2019-01-01,UNAFFILIATED,,UNAFFILIATED (no_party_code),2018-12-31,Profile published the day before inauguration explicitly says Canuto has no party affiliation.,False,not_certified,needs_in_tenure_review,not_determined_from_this_record,unspecified_until_evidence_review,Validate legal office/service interval; inspect cited status scope; search in-tenure changes and contradictions; merge person aliases across appointments.
LEG-1f0c8beb2f9f,jair_bolsonaro:0:52,bolsonaro,Rogério Marinho,Ministério do Desenvolvimento Regional,2020-02-11,2022-03-31,2020-02-11,PARTY,PSDB,PSDB,2020-02-11,Contemporaneous appointment report identifies Marinho as PSDB.,False,not_certified,needs_in_tenure_review,not_determined_from_this_record,unspecified_until_evidence_review,Validate legal office/service interval; inspect cited status scope; search in-tenure changes and contradictions; merge person aliases across appointments.
LEG-c4002690b590,jair_bolsonaro:0:53,bolsonaro,Daniel Duarte Ferreira,Ministério do Desenvolvimento Regional,2022-03-31,2022-12-31,2022-03-31,UNAFFILIATED,,UNAFFILIATED (no_party_code),2022-04-07,"Arko Advice contemporaneous April reform report, page 10, explicitly labels incoming office-holder unaffiliated.",False,not_certified,needs_in_tenure_review,not_determined_from_this_record,unspecified_until_evidence_review,Validate legal office/service interval; inspect cited status scope; search in-tenure changes and contradictions; merge person aliases across appointments.
LEG-0b81a0214570,jair_bolsonaro:0:54,bolsonaro,Osmar Terra,Ministério da Cidadania,2019-01-01,2020-02-14,2019-01-01,PARTY,MDB,MDB,2018-11-29,Official Câmara report identifies incoming Cidadania minister Osmar Terra as MDB.,False,not_certified,needs_in_tenure_review,not_determined_from_this_record,unspecified_until_evidence_review,Validate legal office/service interval; inspect cited status scope; search in-tenure changes and contradictions; merge person aliases across appointments.
LEG-2652bfa0305c,jair_bolsonaro:0:55,bolsonaro,Onyx Lorenzoni,Ministério da Cidadania,2020-02-18,2021-02-12,2020-02-18,PARTY,DEM,DEM,2020-02-13,Contemporaneous announcement identifies Onyx as DEM and schedules new Cidadania appointment for February 18.,False,not_certified,needs_in_tenure_review,not_determined_from_this_record,unspecified_until_evidence_review,Validate legal office/service interval; inspect cited status scope; search in-tenure changes and contradictions; merge person aliases across appointments.
LEG-e0e860c3a1e2,jair_bolsonaro:0:56,bolsonaro,João Roma,Ministério da Cidadania,2021-02-12,2022-03-31,2021-02-12,PARTY,Republicanos,Republicanos,2021-02-12,Agência Brasil report of appointment identifies João Roma as Republicanos.,False,not_certified,needs_in_tenure_review,not_determined_from_this_record,unspecified_until_evidence_review,Validate legal office/service interval; inspect cited status scope; search in-tenure changes and contradictions; merge person aliases across appointments.
LEG-e0e4ca4ca8d3,jair_bolsonaro:0:57,bolsonaro,Ronaldo Vieira Bento,Ministério da Cidadania,2022-03-31,2022-12-31,2022-03-31,UNAFFILIATED,,UNAFFILIATED (no_party_code),2022-04-07,"Arko Advice contemporaneous April reform report, page 10, explicitly labels incoming office-holder unaffiliated.",False,not_certified,needs_in_tenure_review,not_determined_from_this_record,unspecified_until_evidence_review,Validate legal office/service interval; inspect cited status scope; search in-tenure changes and contradictions; merge person aliases across appointments.
LEG-3711a94038ea,jair_bolsonaro:0:58,bolsonaro,Marcelo Álvaro Antônio,Ministério do Turismo,2019-01-01,2020-12-09,2019-01-01,PARTY,PSL,PSL,2018-11-29,Official Câmara report identifies incoming Tourism minister Marcelo Álvaro Antônio as PSL.,False,not_certified,needs_in_tenure_review,not_determined_from_this_record,unspecified_until_evidence_review,Validate legal office/service interval; inspect cited status scope; search in-tenure changes and contradictions; merge person aliases across appointments.
LEG-6a60736fa9a9,jair_bolsonaro:0:59,bolsonaro,Gilson Machado Neto,Ministério do Turismo,2020-12-09,2022-03-30,2020-12-09,PARTY,PSC,PSC (2020-12-09..2022-03-29); PL (2022-03-30),2022-01-07,Explicit continuity statement: Gilson affiliated with PSC since 2020 and had not moved by January 2022.,False,not_certified,needs_in_tenure_review,not_determined_from_this_record,unspecified_until_evidence_review,Validate legal office/service interval; inspect cited status scope; search in-tenure changes and contradictions; merge person aliases across appointments.
LEG-3a3c01153d10,jair_bolsonaro:0:60,bolsonaro,Carlos Alberto Gomes de Brito,Ministério do Turismo,2022-03-31,2022-12-31,2022-03-31,UNAFFILIATED,,UNAFFILIATED (no_party_code),2022-04-07,"Arko Advice contemporaneous April reform report, page 11, explicitly labels incoming office-holder unaffiliated.",False,not_certified,needs_in_tenure_review,not_determined_from_this_record,unspecified_until_evidence_review,Validate legal office/service interval; inspect cited status scope; search in-tenure changes and contradictions; merge person aliases across appointments.
LEG-68fffc6a2b22,jair_bolsonaro:0:61,bolsonaro,Bento Albuquerque,Ministério de Minas e Energia,2019-01-01,2022-05-11,2019-01-01,UNAFFILIATED,,UNAFFILIATED (no_party_code),2022-08-11 | 1998-02-05,"Bento directly reports 47 years of active service until reserve transfer on March 31, 2020. Article 142 paragraph 3 item V, introduced by constitutional amendment 18/1998, prohibits active-duty military party membership.",False,not_certified,needs_in_tenure_review,not_determined_from_this_record,unspecified_until_evidence_review,Validate legal office/service interval; inspect cited status scope; search in-tenure changes and contradictions; merge person aliases across appointments.
LEG-5b2c802041f5,jair_bolsonaro:0:62,bolsonaro,Adolfo Sachsida,Ministério de Minas e Energia,2022-05-11,2022-12-31,2022-05-11,UNRESOLVED,,UNAFFILIATED (no_party_code),2017-11-07 | 2024,Confirmed DEM affiliation in 2017; later academic table calls him DEM in 2022 after merger. No verified departure or successor continuity at May 2022 appointment.,False,not_certified,unresolved_at_legacy_start,not_determined_from_this_record,unspecified_until_evidence_review,Validate legal office/service interval; inspect cited status scope; search in-tenure changes and contradictions; merge person aliases across appointments.
LEG-b90af80ef12a,jair_bolsonaro:0:63,bolsonaro,Damares Alves,"Ministério da Mulher, da Família e dos Direitos Humanos",2019-01-01,2022-03-30,2019-01-01,PARTY,PP,UNRESOLVED (contributed no party),2020-08-26,"Dated reporting expressly establishes continuous PP affiliation since 1995, covering January 2019 appointment.",False,not_certified,needs_in_tenure_review,not_determined_from_this_record,unspecified_until_evidence_review,Validate legal office/service interval; inspect cited status scope; search in-tenure changes and contradictions; merge person aliases across appointments.
LEG-8c8c4650eaeb,jair_bolsonaro:0:64,bolsonaro,Cristiane Britto,"Ministério da Mulher, da Família e dos Direitos Humanos",2022-03-30,2022-12-31,2022-03-30,PARTY,Republicanos,Republicanos,2022-04-07,"Arko Advice contemporaneous April reform report, page 11, explicitly labels incoming Cristiane Britto as Republicanos.",False,not_certified,needs_in_tenure_review,not_determined_from_this_record,unspecified_until_evidence_review,Validate legal office/service interval; inspect cited status scope; search in-tenure changes and contradictions; merge person aliases across appointments.
LEG-d0cbe95249e0,jair_bolsonaro:0:65,bolsonaro,Ricardo Salles,Ministério do Meio Ambiente,2019-01-01,2021-06-23,2019-01-01,PARTY,NOVO,NOVO,2018-12-20,Contemporaneous Estadão report explicitly identifies incoming minister Ricardo Salles as Novo.,False,not_certified,needs_in_tenure_review,not_determined_from_this_record,unspecified_until_evidence_review,Validate legal office/service interval; inspect cited status scope; search in-tenure changes and contradictions; merge person aliases across appointments.
LEG-08ce7329060f,jair_bolsonaro:0:66,bolsonaro,Joaquim Alvaro Pereira Leite,Ministério do Meio Ambiente,2021-06-23,2022-12-31,2021-06-23,UNRESOLVED,,UNAFFILIATED (no_party_code),,"Dated career and appointment reporting located, but no evidence establishing party membership or explicit nonmembership at this original appointment start; raw blank/dash does not resolve status.",False,not_certified,unresolved_at_legacy_start,not_determined_from_this_record,unspecified_until_evidence_review,Validate legal office/service interval; inspect cited status scope; search in-tenure changes and contradictions; merge person aliases across appointments.
LEG-27cb82daf344,jair_bolsonaro:0:8,bolsonaro,Marcos Pontes,"Ministério da Ciência, Tecnologia e Inovações",2019-01-01,2022-03-31,2019-01-01,PARTY,PSL,PL,2018-10-31,Appointment announcement identifies Pontes as PSL; the November 26 incoming-cabinet roster independently agrees.,False,not_certified,needs_in_tenure_review,not_determined_from_this_record,unspecified_until_evidence_review,Validate legal office/service interval; inspect cited status scope; search in-tenure changes and contradictions; merge person aliases across appointments.
LEG-6e56717fdb65,jair_bolsonaro:0:9,bolsonaro,Paulo César Alvim,"Ministério da Ciência, Tecnologia e Inovações",2022-03-31,2022-12-31,2022-03-31,UNAFFILIATED,,UNAFFILIATED (no_party_code),2022-04-07,"Arko Advice contemporaneous April reform report, page 10, explicitly labels incoming office-holder unaffiliated.",False,not_certified,needs_in_tenure_review,not_determined_from_this_record,unspecified_until_evidence_review,Validate legal office/service interval; inspect cited status scope; search in-tenure changes and contradictions; merge person aliases across appointments.
LEG-8c2a099615fd,lula_2023_presente:2:10,lula_3,Paulo Teixeira,Desenvolvimento Agrário e Agricultura Familiar,2023-01-01,2026-03-19,2023-01-01,PARTY,PT,PT,2023-01-01,Inauguration-day roster explicitly identifies PT.,False,not_certified,needs_in_tenure_review,not_determined_from_this_record,unspecified_until_evidence_review,Validate legal office/service interval; inspect cited status scope; search in-tenure changes and contradictions; merge person aliases across appointments.
LEG-de8718bf31f7,lula_2023_presente:2:11,lula_3,Geraldo Alckmin,"Desenvolvimento, Indústria, Comércio e Serviços",2023-01-01,2026-03-19,2023-01-01,PARTY,PSB,PSB,2023-01-01,Inauguration-day roster explicitly identifies PSB.,False,not_certified,needs_in_tenure_review,not_determined_from_this_record,unspecified_until_evidence_review,Validate legal office/service interval; inspect cited status scope; search in-tenure changes and contradictions; merge person aliases across appointments.
LEG-880bd4a97d76,lula_2023_presente:2:12,lula_3,Wellington Dias,"Desenvolvimento e Assistência Social, Família e Combate à Fome",2023-01-01,2026-03-19,2023-01-01,PARTY,PT,PT,2023-01-01,Inauguration-day roster explicitly identifies PT.,False,not_certified,needs_in_tenure_review,not_determined_from_this_record,unspecified_until_evidence_review,Validate legal office/service interval; inspect cited status scope; search in-tenure changes and contradictions; merge person aliases across appointments.
LEG-5e67e9e2f44e,lula_2023_presente:2:13,lula_3,Silvio Almeida,Direitos Humanos e Cidadania,2023-01-01,2024-09-06,2023-01-01,UNAFFILIATED,,,2022-12-23,Dated incoming-cabinet profile explicitly identifies no party.,False,not_certified,needs_in_tenure_review,not_determined_from_this_record,unspecified_until_evidence_review,Validate legal office/service interval; inspect cited status scope; search in-tenure changes and contradictions; merge person aliases across appointments.
LEG-b9e8176baff8,lula_2023_presente:2:14,lula_3,Esther Dweck,Direitos Humanos e Cidadania,2024-09-06,2024-09-27,2024-09-06,UNRESOLVED,,,2024-09-07 | 2024-09-09,Conflicting contemporaneous explicit evidence: ICL says affiliated PT on her interim appointment; CartaCapital two days later lists Esther Dweck as unaffiliated. No dated filiation or disaffiliation record establishes a clear temporal resolution.,False,not_certified,unresolved_at_legacy_start,not_determined_from_this_record,unspecified_until_evidence_review,Validate legal office/service interval; inspect cited status scope; search in-tenure changes and contradictions; merge person aliases across appointments.
LEG-aaebea0a8273,lula_2023_presente:2:15,lula_3,Macaé Evaristo,Direitos Humanos e Cidadania,2024-09-27,2026-03-19,2024-09-27,PARTY,PT,PT,2024-09-10,Official legislative farewell statement identifies the departing deputy as PT when accepting this ministerial appointment.,False,not_certified,needs_in_tenure_review,not_determined_from_this_record,unspecified_until_evidence_review,Validate legal office/service interval; inspect cited status scope; search in-tenure changes and contradictions; merge person aliases across appointments.
LEG-0806dae15b5e,lula_2023_presente:2:16,lula_3,Camilo Santana,Educação,2023-01-01,2026-03-19,2023-01-01,PARTY,PT,PT,2023-01-01,Inauguration-day roster explicitly identifies PT.,False,not_certified,needs_in_tenure_review,not_determined_from_this_record,unspecified_until_evidence_review,Validate legal office/service interval; inspect cited status scope; search in-tenure changes and contradictions; merge person aliases across appointments.
LEG-2c6bb68fa80b,lula_2023_presente:2:17,lula_3,Márcio França,"Empreendedorismo, da Microempresa e da Empresa de Pequeno Porte",2023-09-13,2026-03-19,2023-09-13,PARTY,PSB,PSB,2023-09-13,Appointment-day report identifies the new minister as PSB.,False,not_certified,needs_in_tenure_review,not_determined_from_this_record,unspecified_until_evidence_review,Validate legal office/service interval; inspect cited status scope; search in-tenure changes and contradictions; merge person aliases across appointments.
LEG-6121a2ab7c3d,lula_2023_presente:2:18,lula_3,Ana Moser,Esporte,2023-01-01,2023-09-06,2023-01-01,UNAFFILIATED,,,2022-12-29,Incoming-cabinet roster places this appointment among explicitly unaffiliated ministers.,False,not_certified,needs_in_tenure_review,not_determined_from_this_record,unspecified_until_evidence_review,Validate legal office/service interval; inspect cited status scope; search in-tenure changes and contradictions; merge person aliases across appointments.
LEG-1c9c47573abc,lula_2023_presente:2:19,lula_3,André Fufuca,Esporte,2023-09-13,2026-03-19,2023-09-13,PARTY,PP,PP,2023-09-13,Appointment-day report identifies the new minister as PP.,False,not_certified,needs_in_tenure_review,not_determined_from_this_record,unspecified_until_evidence_review,Validate legal office/service interval; inspect cited status scope; search in-tenure changes and contradictions; merge person aliases across appointments.
LEG-90750f1c9b17,lula_2023_presente:2:2,lula_3,Carlos Fávaro,Agricultura e Pecuária,2023-01-01,2026-03-19,2023-01-01,PARTY,PSD,PSD,2023-01-01,Inauguration-day roster explicitly identifies PSD.,False,not_certified,needs_in_tenure_review,not_determined_from_this_record,unspecified_until_evidence_review,Validate legal office/service interval; inspect cited status scope; search in-tenure changes and contradictions; merge person aliases across appointments.
LEG-3b78d99c4156,lula_2023_presente:2:20,lula_3,Fernando Haddad,Fazenda,2023-01-01,2026-03-19,2023-01-01,PARTY,PT,PT,2023-01-01,Inauguration-day roster explicitly identifies PT.,False,not_certified,needs_in_tenure_review,not_determined_from_this_record,unspecified_until_evidence_review,Validate legal office/service interval; inspect cited status scope; search in-tenure changes and contradictions; merge person aliases across appointments.
LEG-e021896e2251,lula_2023_presente:2:21,lula_3,Dario Durigan,Fazenda,2026-03-19,2026-03-19,2026-03-19,UNRESOLVED,,,2026-03-20,Contemporaneous profile says not affiliated with PT; this does not exclude all other parties. Original 19 March included appointment date retained; no no-party inference from raw field.,False,not_certified,unresolved_at_legacy_start,not_determined_from_this_record,unspecified_until_evidence_review,Validate legal office/service interval; inspect cited status scope; search in-tenure changes and contradictions; merge person aliases across appointments.
LEG-da6ce3b869d1,lula_2023_presente:2:22,lula_3,Esther Dweck,Gestão e da Inovação em Serviços Públicos,2023-01-01,2026-03-19,2023-01-01,UNAFFILIATED,,,2022-12-23,Dated incoming-cabinet profile explicitly identifies no party.,False,not_certified,needs_in_tenure_review,not_determined_from_this_record,unspecified_until_evidence_review,Validate legal office/service interval; inspect cited status scope; search in-tenure changes and contradictions; merge person aliases across appointments.
LEG-78e62eb293bf,lula_2023_presente:2:23,lula_3,Anielle Franco,Igualdade Racial,2023-01-01,2026-03-19,2023-01-01,UNAFFILIATED,,PT,2022-12-23,Dated incoming-cabinet profile explicitly identifies no party. Veja 5 March 2025 explicitly distinguishes no party on entry from PT affiliation in April 2024.,False,not_certified,needs_in_tenure_review,not_determined_from_this_record,unspecified_until_evidence_review,Validate legal office/service interval; inspect cited status scope; search in-tenure changes and contradictions; merge person aliases across appointments.
LEG-3d0e51476ed5,lula_2023_presente:2:24,lula_3,Waldez Góes,Integração e Desenvolvimento Regional,2023-01-01,2026-03-19,2023-01-01,PARTY,PDT,PDT,2023-01-01,Inauguration-day roster explicitly identifies PDT.,False,not_certified,needs_in_tenure_review,not_determined_from_this_record,unspecified_until_evidence_review,Validate legal office/service interval; inspect cited status scope; search in-tenure changes and contradictions; merge person aliases across appointments.
LEG-a4d9f014f208,lula_2023_presente:2:25,lula_3,Flávio Dino,Justiça e Segurança Pública,2023-01-01,2024-02-01,2023-01-01,PARTY,PSB,PSB,2023-01-01,Inauguration-day roster explicitly identifies PSB.,False,not_certified,needs_in_tenure_review,not_determined_from_this_record,unspecified_until_evidence_review,Validate legal office/service interval; inspect cited status scope; search in-tenure changes and contradictions; merge person aliases across appointments.
LEG-cb17a8bd0c74,lula_2023_presente:2:26,lula_3,Ricardo Lewandowski,Justiça e Segurança Pública,2024-02-01,2026-01-09,2024-02-01,UNAFFILIATED,,,2024-01-10,Contemporaneous appointment reporting explicitly says Lewandowski has no party affiliation.,False,not_certified,needs_in_tenure_review,not_determined_from_this_record,unspecified_until_evidence_review,Validate legal office/service interval; inspect cited status scope; search in-tenure changes and contradictions; merge person aliases across appointments.
LEG-f1f3a25b37b6,lula_2023_presente:2:27,lula_3,Manoel Carlos de Almeida Neto,Justiça e Segurança Pública,2026-01-09,2026-01-13,2026-01-09,UNRESOLVED,,,2026-01-10,"Contemporary interim appointment profile describes legal career, but does not state party affiliation.",False,not_certified,unresolved_at_legacy_start,not_determined_from_this_record,unspecified_until_evidence_review,Validate legal office/service interval; inspect cited status scope; search in-tenure changes and contradictions; merge person aliases across appointments.
LEG-9017e8f64cc4,lula_2023_presente:2:28,lula_3,Wellington César Lima e Silva,Justiça e Segurança Pública,2026-01-13,2026-03-19,2026-01-13,UNRESOLVED,,,2026-01-13 | 2016-03-03,Official 2026 appointment note does not identify party. Explicit never-affiliated report in 2016 establishes that earlier date only; it cannot be automatically reused for 2026.,False,not_certified,unresolved_at_legacy_start,not_determined_from_this_record,unspecified_until_evidence_review,Validate legal office/service interval; inspect cited status scope; search in-tenure changes and contradictions; merge person aliases across appointments.
LEG-1d889ee6861c,lula_2023_presente:2:29,lula_3,Marina Silva,Meio Ambiente e Mudança do Clima,2023-01-01,2026-03-19,2023-01-01,PARTY,REDE,REDE,2023-01-01,Inauguration-day roster explicitly identifies REDE.,False,not_certified,needs_in_tenure_review,not_determined_from_this_record,unspecified_until_evidence_review,Validate legal office/service interval; inspect cited status scope; search in-tenure changes and contradictions; merge person aliases across appointments.
LEG-eedd92e5054e,lula_2023_presente:2:3,lula_3,Jader Barbalho Filho,Cidades,2023-01-01,2026-03-19,2023-01-01,PARTY,MDB,MDB,2023-01-01,Inauguration-day roster explicitly identifies MDB.,False,not_certified,needs_in_tenure_review,not_determined_from_this_record,unspecified_until_evidence_review,Validate legal office/service interval; inspect cited status scope; search in-tenure changes and contradictions; merge person aliases across appointments.
LEG-83c787ba4f24,lula_2023_presente:2:30,lula_3,Alexandre Silveira,Minas e Energia,2023-01-01,2026-03-19,2023-01-01,PARTY,PSD,PSD,2023-01-01,Inauguration-day roster explicitly identifies PSD.,False,not_certified,needs_in_tenure_review,not_determined_from_this_record,unspecified_until_evidence_review,Validate legal office/service interval; inspect cited status scope; search in-tenure changes and contradictions; merge person aliases across appointments.
LEG-08b47ecd20aa,lula_2023_presente:2:31,lula_3,Cida Gonçalves,Mulheres,2023-01-01,2025-05-05,2023-01-01,PARTY,PT,PT,2022-12-29,Incoming-cabinet roster includes Cida Gonçalves in the PT list.,False,not_certified,needs_in_tenure_review,not_determined_from_this_record,unspecified_until_evidence_review,Validate legal office/service interval; inspect cited status scope; search in-tenure changes and contradictions; merge person aliases across appointments.
LEG-84e6fcc03e23,lula_2023_presente:2:32,lula_3,Márcia Lopes,Mulheres,2025-05-05,2026-03-19,2025-05-05,PARTY,PT,PT,2025-05-05,Appointment report explicitly identifies Márcia Lopes as PT.,False,not_certified,needs_in_tenure_review,not_determined_from_this_record,unspecified_until_evidence_review,Validate legal office/service interval; inspect cited status scope; search in-tenure changes and contradictions; merge person aliases across appointments.
LEG-edf408f36c08,lula_2023_presente:2:33,lula_3,André de Paula,Pesca e Aquicultura,2023-01-01,2026-03-19,2023-01-01,PARTY,PSD,PSD,2023-01-01,Inauguration-day roster explicitly identifies PSD.,False,not_certified,needs_in_tenure_review,not_determined_from_this_record,unspecified_until_evidence_review,Validate legal office/service interval; inspect cited status scope; search in-tenure changes and contradictions; merge person aliases across appointments.
LEG-89a6204c7ce1,lula_2023_presente:2:34,lula_3,Simone Tebet,Planejamento e Orçamento,2023-01-01,2026-03-19,2023-01-01,PARTY,MDB,PSB,2023-01-01,Inauguration-day roster explicitly identifies MDB.,False,not_certified,needs_in_tenure_review,not_determined_from_this_record,unspecified_until_evidence_review,Validate legal office/service interval; inspect cited status scope; search in-tenure changes and contradictions; merge person aliases across appointments.
LEG-d183433abf9b,lula_2023_presente:2:35,lula_3,Márcio França,Portos e Aeroportos,2023-01-01,2023-09-06,2023-01-01,PARTY,PSB,PSB,2023-01-01,Inauguration-day roster explicitly identifies PSB.,False,not_certified,needs_in_tenure_review,not_determined_from_this_record,unspecified_until_evidence_review,Validate legal office/service interval; inspect cited status scope; search in-tenure changes and contradictions; merge person aliases across appointments.
LEG-71a45c6619da,lula_2023_presente:2:36,lula_3,Sílvio Costa Filho,Portos e Aeroportos,2023-09-13,2026-03-19,2023-09-13,PARTY,Republicanos,Republicanos,2023-09-13,Appointment-day report identifies the new minister as Republicanos.,False,not_certified,needs_in_tenure_review,not_determined_from_this_record,unspecified_until_evidence_review,Validate legal office/service interval; inspect cited status scope; search in-tenure changes and contradictions; merge person aliases across appointments.
LEG-84371a57fbec,lula_2023_presente:2:37,lula_3,Sônia Guajajara,Povos Indígenas,2023-01-01,2026-03-19,2023-01-01,PARTY,PSOL,PSOL,2023-01-01,Inauguration-day roster explicitly identifies PSOL.,False,not_certified,needs_in_tenure_review,not_determined_from_this_record,unspecified_until_evidence_review,Validate legal office/service interval; inspect cited status scope; search in-tenure changes and contradictions; merge person aliases across appointments.
LEG-f9f4e4420917,lula_2023_presente:2:38,lula_3,Carlos Lupi,Previdência Social,2023-01-01,2025-05-02,2023-01-01,PARTY,PDT,PDT,2023-01-01,Inauguration-day roster explicitly identifies PDT.,False,not_certified,needs_in_tenure_review,not_determined_from_this_record,unspecified_until_evidence_review,Validate legal office/service interval; inspect cited status scope; search in-tenure changes and contradictions; merge person aliases across appointments.
LEG-a42afb06472c,lula_2023_presente:2:39,lula_3,Wolney Queiroz,Previdência Social,2025-05-02,2026-03-19,2025-05-02,PARTY,PDT,PDT,2026-09-10,Official biography explicitly records uninterrupted PDT membership from 1992 through the May 2025 appointment; retrieval date shown.,False,not_certified,needs_in_tenure_review,not_determined_from_this_record,unspecified_until_evidence_review,Validate legal office/service interval; inspect cited status scope; search in-tenure changes and contradictions; merge person aliases across appointments.
LEG-a79dfb4e75e8,lula_2023_presente:2:4,lula_3,Luciana Santos,"Ciência, Tecnologia e Inovação",2023-01-01,2026-03-19,2023-01-01,PARTY,PCdoB,PCdoB,2023-01-01,Inauguration-day roster explicitly identifies PCdoB.,False,not_certified,needs_in_tenure_review,not_determined_from_this_record,unspecified_until_evidence_review,Validate legal office/service interval; inspect cited status scope; search in-tenure changes and contradictions; merge person aliases across appointments.
LEG-88618295577b,lula_2023_presente:2:40,lula_3,Mauro Vieira,Relações Exteriores,2023-01-01,2026-03-19,2023-01-01,UNAFFILIATED,,,2022-12-23,Dated incoming-cabinet profile explicitly identifies no party.,False,not_certified,needs_in_tenure_review,not_determined_from_this_record,unspecified_until_evidence_review,Validate legal office/service interval; inspect cited status scope; search in-tenure changes and contradictions; merge person aliases across appointments.
LEG-eba4482fcf14,lula_2023_presente:2:41,lula_3,Nísia Trindade,Saúde,2023-01-01,2025-03-10,2023-01-01,UNAFFILIATED,,,2022-12-23,Dated incoming-cabinet profile explicitly identifies no party.,False,not_certified,needs_in_tenure_review,not_determined_from_this_record,unspecified_until_evidence_review,Validate legal office/service interval; inspect cited status scope; search in-tenure changes and contradictions; merge person aliases across appointments.
LEG-ae881085444e,lula_2023_presente:2:42,lula_3,Alexandre Padilha,Saúde,2025-03-10,2026-03-19,2025-03-10,PARTY,PT,PT,2025-03-10,Appointment-day report explicitly identifies both Padilha and Hoffmann as PT.,False,not_certified,needs_in_tenure_review,not_determined_from_this_record,unspecified_until_evidence_review,Validate legal office/service interval; inspect cited status scope; search in-tenure changes and contradictions; merge person aliases across appointments.
LEG-6861963d73aa,lula_2023_presente:2:43,lula_3,Luiz Marinho,Trabalho e Emprego,2023-01-01,2026-03-19,2023-01-01,PARTY,PT,PT,2023-01-01,Inauguration-day roster explicitly identifies PT.,False,not_certified,needs_in_tenure_review,not_determined_from_this_record,unspecified_until_evidence_review,Validate legal office/service interval; inspect cited status scope; search in-tenure changes and contradictions; merge person aliases across appointments.
LEG-8ccea40b6f1d,lula_2023_presente:2:44,lula_3,Renan Filho,Transportes,2023-01-01,2026-03-19,2023-01-01,PARTY,MDB,MDB,2023-01-01,Inauguration-day roster explicitly identifies MDB.,False,not_certified,needs_in_tenure_review,not_determined_from_this_record,unspecified_until_evidence_review,Validate legal office/service interval; inspect cited status scope; search in-tenure changes and contradictions; merge person aliases across appointments.
LEG-caa1bb9ce390,lula_2023_presente:2:45,lula_3,Daniela Carneiro,Turismo,2023-01-01,2023-07-14,2023-01-01,PARTY,UNIÃO,UNIÃO,2023-01-01,Inauguration-day roster explicitly identifies UNIÃO.,False,not_certified,needs_in_tenure_review,not_determined_from_this_record,unspecified_until_evidence_review,Validate legal office/service interval; inspect cited status scope; search in-tenure changes and contradictions; merge person aliases across appointments.
LEG-68b75f23e045,lula_2023_presente:2:46,lula_3,Celso Sabino,Turismo,2023-08-03,2025-12-23,2023-08-03,PARTY,UNIÃO,UNIÃO,2023-08-18,Senate report identifies Sabino as União and expressly relates it to the appointment.,False,not_certified,needs_in_tenure_review,not_determined_from_this_record,unspecified_until_evidence_review,Validate legal office/service interval; inspect cited status scope; search in-tenure changes and contradictions; merge person aliases across appointments.
LEG-4f3b9ee61eb5,lula_2023_presente:2:47,lula_3,Gustavo Feliciano,Turismo,2025-12-23,2026-03-19,2025-12-23,UNAFFILIATED,,,2025-12-23,"Appointment-day reporting explicitly says Feliciano is unaffiliated, despite nomination by União allies.",False,not_certified,needs_in_tenure_review,not_determined_from_this_record,unspecified_until_evidence_review,Validate legal office/service interval; inspect cited status scope; search in-tenure changes and contradictions; merge person aliases across appointments.
LEG-026719312f03,lula_2023_presente:2:49,lula_3,Jorge Messias,Advocacia-Geral da União,2023-01-01,2026-03-19,2023-01-01,UNAFFILIATED,,PT,2022-12-23,Dated incoming-cabinet profile explicitly identifies no party.,False,not_certified,needs_in_tenure_review,not_determined_from_this_record,unspecified_until_evidence_review,Validate legal office/service interval; inspect cited status scope; search in-tenure changes and contradictions; merge person aliases across appointments.
LEG-b5c3c93f0a0d,lula_2023_presente:2:5,lula_3,Juscelino Filho,Comunicações,2023-01-01,2025-04-09,2023-01-01,PARTY,UNIÃO,UNIÃO,2023-01-01,Inauguration-day roster explicitly identifies UNIÃO.,False,not_certified,needs_in_tenure_review,not_determined_from_this_record,unspecified_until_evidence_review,Validate legal office/service interval; inspect cited status scope; search in-tenure changes and contradictions; merge person aliases across appointments.
LEG-b2f5b4a75ce6,lula_2023_presente:2:50,lula_3,Vinícius Marques de Carvalho,Controladoria-Geral da União,2023-01-01,2026-03-19,2023-01-01,UNAFFILIATED,,,2022-12-23,Dated incoming-cabinet profile explicitly identifies no party.,False,not_certified,needs_in_tenure_review,not_determined_from_this_record,unspecified_until_evidence_review,Validate legal office/service interval; inspect cited status scope; search in-tenure changes and contradictions; merge person aliases across appointments.
LEG-6a7f76111362,lula_2023_presente:2:51,lula_3,Rui Costa,Casa Civil,2023-01-01,2026-03-19,2023-01-01,PARTY,PT,PT,2023-01-01,Inauguration-day roster explicitly identifies PT.,False,not_certified,needs_in_tenure_review,not_determined_from_this_record,unspecified_until_evidence_review,Validate legal office/service interval; inspect cited status scope; search in-tenure changes and contradictions; merge person aliases across appointments.
